health_region_code,health_region_name,uf_abbr,region,cases,deaths,outcome_known,hosp_known,person_years,H,cfr,incidence_per_100k,outcome_completeness,years_observed,excluded_at_10,excluded_at_20,excluded_at_30,excluded_at_50
42013,SERRA CATARINENSE,SC,Sul,50,0,44,50,5649006,0.66,0.0,0.8851114691682042,0.88,19,false,false,false,false
42014,EXTREMO SUL CATARINENSE,SC,Sul,131,7,121,128,3886811,0.8515625,0.05785123966942149,3.3703722666216596,0.9236641221374046,19,false,false,false,false
42015,CARBONIFERA,SC,Sul,194,10,183,192,8129065,0.6510416666666666,0.0546448087431694,2.3864983242230196,0.9432989690721649,19,false,false,false,false
42016,LAGUNA,SC,Sul,414,9,394,408,6947058,0.7450980392156863,0.02284263959390863,5.959357184005086,0.9516908212560387,19,false,false,false,false
42017,VALE DO ITAPOCU,SC,Sul,931,17,923,926,5606519,0.6706263498920086,0.018418201516793065,16.605669221846924,0.99140708915145,19,false,false,false,false
43001,REGIAO 01,RS,Sul,408,16,318,394,8559454,0.6776649746192893,0.050314465408805034,4.766659181765566,0.7794117647058824,19,false,false,false,false
43002,REGIAO 02,RS,Sul,51,2,42,49,2363405,0.6938775510204082,0.047619047619047616,2.157903533249697,0.8235294117647058,19,false,false,false,false
43003,REGIAO 03,RS,Sul,57,6,52,57,8945914,0.8070175438596491,0.11538461538461539,0.6371623961509132,0.9122807017543859,19,false,false,false,false
43004,REGIAO 04,RS,Sul,52,0,48,52,2952060,0.5576923076923077,0.0,1.7614818127002838,0.9230769230769231,19,false,false,false,false
43005,REGIAO 05,RS,Sul,198,6,182,192,4253734,0.6822916666666666,0.03296703296703297,4.654733934938104,0.9191919191919192,19,false,false,false,false
43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERRA,RS,Sul,211,11,189,201,4156564,0.5870646766169154,0.0582010582010582,5.07630821996245,0.8957345971563981,19,false,false,false,false
43007,REGIAO 07,RS,Sul,706,43,630,696,14911857,0.7068965517241379,0.06825396825396825,4.734487461890226,0.8923512747875354,19,false,false,false,false
43008,REGIAO 08,RS,Sul,635,61,572,583,14331819,0.7478559176672385,0.10664335664335664,4.4307006668169615,0.9007874015748032,19,false,false,false,false
43009,REGIAO 09,RS,Sul,374,22,336,360,7578461,0.6638888888888889,0.06547619047619048,4.935038921490788,0.8983957219251337,19,false,false,false,false
43010,REGIAO 10,RS,Sul,1643,126,1548,1528,43316923,0.7257853403141361,0.08139534883720931,3.792974861118367,0.9421789409616556,19,false,false,false,false
43011,REGIAO 11,RS,Sul,81,6,76,81,5512049,0.8148148148148148,0.07894736842105263,1.469507981514678,0.9382716049382716,19,false,false,false,false
43012,REGIAO 12,RS,Sul,31,0,27,31,2481851,0.967741935483871,0.0,1.2490677321080113,0.8709677419354839,19,false,false,false,true
43013,REGIAO 13,RS,Sul,241,5,226,237,4374021,0.7637130801687764,0.022123893805309734,5.509804365365415,0.9377593360995851,19,false,false,false,false
43014,REGIAO 14,RS,Sul,363,6,354,354,4431682,0.7401129943502824,0.01694915254237288,8.191020926140459,0.9752066115702479,19,false,false,false,false
43015,REGIAO 15 - CAMINHO DAS AGUAS,RS,Sul,98,0,87,98,3649201,0.7959183673469388,0.0,2.6855193780775575,0.8877551020408163,19,false,false,false,false
43016,REGIAO 16,RS,Sul,109,1,86,107,4502048,0.8130841121495327,0.011627906976744186,2.42112034345258,0.7889908256880734,19,false,false,false,false
43017,REGIAO 17 - PLANALTO,RS,Sul,195,6,175,190,7721460,0.8157894736842105,0.03428571428571429,2.525429128688098,0.8974358974358975,19,false,false,false,false
43018,REGIAO 18,RS,Sul,155,1,146,152,2503996,0.8421052631578947,0.00684931506849315,6.190105734993187,0.9419354838709677,19,false,false,false,false
43019,REGIAO 19,RS,Sul,37,1,30,37,2209225,0.7027027027027027,0.03333333333333333,1.6747954599463613,0.8108108108108109,19,false,false,false,true
43020,REGIAO 20 - ROTA DA PRODUCAO,RS,Sul,60,2,52,60,3115466,0.85,0.038461538461538464,1.9258756153975038,0.8666666666666667,19,false,false,false,false
43021,REGIAO 21,RS,Sul,674,13,558,653,16208743,0.5773353751914242,0.023297491039426525,4.158249655756773,0.827893175074184,19,false,false,false,false
43022,REGIAO 22,RS,Sul,13,2,11,13,3567128,0.5384615384615384,0.18181818181818182,0.3644388426767977,0.8461538461538461,19,false,true,true,true
43023,REGIAO 23,RS,Sul,194,18,179,190,10752727,0.7789473684210526,0.1005586592178771,1.8041934850573254,0.9226804123711341,19,false,false,false,false
43024,REGIAO 24,RS,Sul,16,3,14,16,1864389,0.8125,0.21428571428571427,0.8581900021937482,0.875,19,false,true,true,true
43025,REGIAO 25,RS,Sul,116,8,110,115,5682391,0.7391304347826086,0.07272727272727272,2.041394194802857,0.9482758620689655,19,false,false,false,false
43026,REGIAO 26,RS,Sul,83,4,74,81,3401670,0.7407407407407407,0.05405405405405406,2.4399780108005773,0.891566265060241,19,false,false,false,false
43027,REGIAO 27,RS,Sul,187,8,172,179,3805671,0.6871508379888268,0.046511627906976744,4.913719551690096,0.9197860962566845,19,false,false,false,false
43028,REGIAO 28,RS,Sul,1381,36,1339,1373,6475107,0.774217042971595,0.0268857356235997,21.327832883688256,0.9695872556118754,19,false,false,false,false
43029,REGIAO 29,RS,Sul,288,25,267,282,4205233,0.7446808510638298,0.09363295880149813,6.8486098154371,0.9270833333333334,19,false,false,false,false
43030,REGIAO 30,RS,Sul,333,18,317,330,2342949,0.7121212121212122,0.056782334384858045,14.212857386140287,0.9519519519519519,19,false,false,false,false
50009,BAIXO PANTANAL,MS,Centro-Oeste,25,3,21,25,4707623,0.92,0.14285714285714285,0.5310535699226553,0.84,19,false,false,true,true
50010,PANTANAL,MS,Centro-Oeste,8,0,8,8,2861479,0.875,0.0,0.2795757019359569,1.0,19,true,true,true,true
50011,CENTRO,MS,Centro-Oeste,73,2,67,73,18921245,0.958904109589041,0.029850746268656716,0.38580970755359917,0.9178082191780822,19,false,false,false,false
50012,CENTRO SUL,MS,Centro-Oeste,21,2,17,20,7576926,0.95,0.11764705882352941,0.2771572534824809,0.8095238095238095,19,false,false,true,true
50013,LESTE,MS,Centro-Oeste,3,0,3,3,3477710,0.6666666666666666,0.0,0.08626366200747043,1.0,19,true,true,true,true
50014,NORDESTE,MS,Centro-Oeste,4,0,2,4,2828911,0.75,0.0,0.14139716661287682,0.5,19,true,true,true,true
50015,NORTE,MS,Centro-Oeste,6,0,5,6,2180549,0.8333333333333334,0.0,0.2751600629015904,0.8333333333333334,19,true,true,true,true
50016,SUDESTE,MS,Centro-Oeste,1,0,1,1,2129881,1.0,0.0,0.046950979890425806,1.0,19,true,true,true,true
50017,SUL FRONTEIRA,MS,Centro-Oeste,7,0,6,7,6134184,0.7142857142857143,0.0,0.11411460758268745,0.8571428571428571,19,true,true,true,true
51001,ALTO TAPAJOS,MT,Centro-Oeste,7,1,6,6,2042416,0.5,0.16666666666666666,0.3427313534559071,0.8571428571428571,19,true,true,true,true
51002,BAIXADA CUIABANA,MT,Centro-Oeste,35,4,27,35,19180782,0.9142857142857143,0.14814814814814814,0.1824743120483826,0.7714285714285715,19,false,false,false,true
51003,ARAGUAIA XINGU,MT,Centro-Oeste,3,0,3,2,1573109,1.0,0.0,0.19070515774812807,1.0,19,true,true,true,true
51004,CENTRO NORTE,MT,Centro-Oeste,3,0,3,3,1719385,0.6666666666666666,0.0,0.1744809917499571,1.0,19,true,true,true,true
51005,GARCAS ARAGUAIA,MT,Centro-Oeste,3,0,2,2,2511466,1.0,0.0,0.11945214468362303,0.6666666666666666,19,true,true,true,true
51006,MEDIO ARAGUAIA,MT,Centro-Oeste,2,0,2,2,1913008,1.0,0.0,0.10454739342438714,1.0,19,true,true,true,true
51007,MEDIO NORTE MATOGROSSENSE,MT,Centro-Oeste,31,4,30,30,4418589,0.5333333333333333,0.13333333333333333,0.7015814324437054,0.967741935483871,19,false,false,false,true
51008,NOROESTE MATOGROSSENSE,MT,Centro-Oeste,38,3,25,35,2648046,0.7428571428571429,0.12,1.4350203886186268,0.6578947368421053,19,false,false,false,true
51009,NORTE ARAGUAIA KARAJA,MT,Centro-Oeste,0,0,0,0,451765,,,0.0,,0,true,true,true,true
51010,NORTE MATOGROSSENSE,MT,Centro-Oeste,6,0,5,6,1323567,0.8333333333333334,0.0,0.45332045903229684,0.8333333333333334,19,true,true,true,true
51011,OESTE MATOGROSSENSE,MT,Centro-Oeste,7,1,5,7,3571077,0.8571428571428571,0.2,0.19601929613951197,0.7142857142857143,19,true,true,true,true
51012,SUDOESTE MATOGROSSENSE,MT,Centro-Oeste,5,2,4,5,2245148,0.4,0.5,0.22270246772150432,0.8,19,true,true,true,true
51013,SUL MATOGROSSENSE,MT,Centro-Oeste,20,1,15,19,9864296,0.9473684210526315,0.06666666666666667,0.20275141784066497,0.75,19,false,false,true,true
51014,TELES PIRES,MT,Centro-Oeste,18,2,16,18,8223273,0.7222222222222222,0.125,0.2188909452477134,0.8888888888888888,19,false,true,true,true
51015,VALE DO PEIXOTO,MT,Centro-Oeste,12,0,11,11,1904686,0.5454545454545454,0.0,0.630025106500494,0.9166666666666666,19,false,true,true,true
51016,VALE DOS ARINOS,MT,Centro-Oeste,12,0,9,12,1028061,0.75,0.0,1.1672459124507204,0.75,19,false,true,true,true
52001,CENTRAL,GO,Centro-Oeste,90,12,88,89,34667048,0.8651685393258427,0.13636363636363635,0.259612528877567,0.9777777777777777,19,false,false,false,false
52002,CENTRO SUL,GO,Centro-Oeste,46,2,35,46,16701929,0.8913043478260869,0.05714285714285714,0.2754172886257629,0.7608695652173914,19,false,false,false,true
52003,ENTORNO NORTE,GO,Centro-Oeste,16,1,11,16,4909692,0.9375,0.09090909090909091,0.3258860229928883,0.6875,19,false,true,true,true
52004,ENTORNO SUL,GO,Centro-Oeste,58,2,50,57,16439479,0.9473684210526315,0.04,0.3528092344045696,0.8620689655172413,19,false,false,false,false
52005,ESTRADA DE FERRO,GO,Centro-Oeste,21,2,20,21,5680162,0.8095238095238095,0.1,0.36970776537711425,0.9523809523809523,19,false,false,true,true
52006,NORDESTE I,GO,Centro-Oeste,4,0,2,4,824532,0.75,0.0,0.485123682282798,0.5,19,true,true,true,true
52007,NORDESTE II,GO,Centro-Oeste,5,0,2,5,1829694,0.6,0.0,0.273269737999906,0.4,19,true,true,true,true
52008,NORTE,GO,Centro-Oeste,4,0,4,4,2620288,1.0,0.0,0.15265497533095598,1.0,19,true,true,true,true
52009,OESTE I,GO,Centro-Oeste,6,0,3,6,2231267,0.6666666666666666,0.0,0.2689055142212922,0.5,19,true,true,true,true
52010,OESTE II,GO,Centro-Oeste,7,0,5,7,2161160,0.8571428571428571,0.0,0.3239001277091932,0.7142857142857143,19,true,true,true,true
52011,PIRINEUS,GO,Centro-Oeste,40,4,37,39,9649506,0.8461538461538461,0.10810810810810811,0.41452899246863,0.925,19,false,false,false,true
52012,RIO VERMELHO,GO,Centro-Oeste,12,1,12,12,3833843,0.5833333333333334,0.08333333333333333,0.3130018626219175,1.0,19,false,true,true,true
52013,SAO PATRICIO I,GO,Centro-Oeste,14,2,13,13,3192046,0.7692307692307693,0.15384615384615385,0.43859017069302886,0.9285714285714286,19,false,true,true,true
52014,SERRA DA MESA,GO,Centro-Oeste,1,0,0,1,2333220,0.0,,0.0428592245909087,0.0,19,true,true,true,true
52015,SUDOESTE I,GO,Centro-Oeste,5,0,3,5,7933426,0.8,0.0,0.06302447391580888,0.6,19,true,true,true,true
52016,SUDOESTE II,GO,Centro-Oeste,23,6,23,23,4208011,0.782608695652174,0.2608695652173913,0.5465765179796346,1.0,19,false,false,true,true
52017,SUL,GO,Centro-Oeste,12,1,10,12,4769206,0.9166666666666666,0.1,0.25161420999638096,0.8333333333333334,19,false,true,true,true
52018,SAO PATRICIO II,GO,Centro-Oeste,17,0,13,16,3251073,0.875,0.0,0.5229042842163187,0.7647058823529411,19,false,true,true,true
53001,DISTRITO FEDERAL,DF,Centro-Oeste,377,46,313,366,53249809,0.8961748633879781,0.14696485623003194,0.7079837600919846,0.830238726790451,19,false,false,false,false
